Name	Length	EffectiveLength	TPM	NumReads
FBgn0033665	1878	1696.33	10.4136	156
FBgn0085380	3223	3041.33	0	0
FBgn0037493	813	631.576	0	0
FBgn0053701	315	133.85	0	0
FBgn0032189	1259	1077.33	11.0364	105
FBgn0033726	683	501.631	0	0
FBgn0037526	2192.89	2011.22	7.31414	129.908
FBgn0028902	2092.59	1910.92	0.23703	4
FBgn0050289	1164	982.326	0.115274	1
FBgn0038131	1100	918.326	0	0
FBgn0004910	2728.17	2546.5	0.088935	2
FBgn0037715	1039.98	858.307	19.7895	149.999
FBgn0038151	1571	1389.33	0	0
FBgn0005391	1583.75	1402.08	0.080763	1
FBgn0265416	4441.87	4260.2	0.05361	2.017
FBgn0033115	1377.16	1195.49	16.2917	172
FBgn0029587	2943.22	2761.54	1.30052	31.716
FBgn0034300	5059.09	4877.41	13.9763	602
FBgn0265464	2788	2606.33	6.56044	151
FBgn0036112	761	579.601	0	0
FBgn0262730	8113.27	7931.6	26.4373	1851.79
FBgn0262512	659	477.632	90.0897	380
FBgn0015279	4412.89	4231.22	56.682	2118
FBgn0039831	2818.01	2636.33	67.8168	1578.89
FBgn0261673	1855.25	1673.58	6.83376	101.001
FBgn0026570	1226.02	1044.34	47.383	437
FBgn0031574	3462.1	3280.42	8.24999	239
FBgn0036761	1779.88	1598.2	52.714	744
FBgn0085385	5875	5693.33	0.009772	0.491
FBgn0027296	2031.49	1849.82	9.97801	163
FBgn0033259	2863	2681.33	30.0265	711
FBgn0033616	1893	1711.33	9.59446	145
FBgn0030224	1034	852.326	0	0
FBgn0016685	915.997	734.51	358.743	2327
FBgn0003888	2516.66	2334.99	362.137	7467.45
FBgn0025381	2146.3	1964.63	350.626	6083.31
FBgn0052667	368	186.829	1.81828	3
FBgn0031771	1556.44	1374.77	125.526	1523.98
FBgn0042133	1168	986.326	4.82185	42
FBgn0028546	1068.35	886.676	86.8419	680.001
FBgn0037620	1159	977.326	2.2014	19
FBgn0086710	477.181	295.912	3135.96	8195
FBgn0036028	1427	1245.33	10.5478	116
FBgn0000046	1641.85	1460.17	1.36351	17.582
FBgn0034568	3378.48	3196.81	0.495903	14
FBgn0035464	2240.06	2058.38	51.8215	942
FBgn0032331	1716	1534.33	0.221406	3
FBgn0261380	1356	1174.33	24.878	258
FBgn0039196	1506	1324.33	0	0
FBgn0051683	1880.12	1698.45	5.11932	76.786
FBgn0011754	2931.14	2749.46	29.0599	705.597
FBgn0003250	1349	1167.33	0.097005	1
FBgn0028872	1850.33	1668.66	0	0
FBgn0003975	3463	3281.33	0.138037	4
FBgn0040751	379	197.824	24.3694	42.573
FBgn0039958	2074.1	1892.42	28.3455	473.714
FBgn0034201	544.489	363.221	0.311754	1
FBgn0032390	842.461	661.022	65.9523	385
FBgn0031144	1958.66	1776.99	45.5624	715
FBgn0037481	943	761.505	22.1564	149
FBgn0033457	1060.01	878.335	24.4951	190
FBgn0037974	1249.61	1067.93	26.1306	246.439
FBgn0038033	1754	1572.33	0.04295	0.596
FBgn0029689	2699	2517.33	12.5052	278
FBgn0036784	2074	1892.33	0	0
FBgn0085458	750	568.603	0	0
FBgn0033787	1111.83	930.153	5.72174	47
FBgn0031955	5710.13	5528.46	0.368684	18
FBgn0054011	1090	908.326	0	0
FBgn0051092	4025.65	3843.98	7.2041	244.555
FBgn0003218	5091.31	4909.63	14.392	624.002
FBgn0029687	2568.06	2386.39	79.4583	1674.54
FBgn0033460	4654.36	4472.69	51.5206	2035
FBgn0039664	1341.3	1159.63	9.28605	95.096
FBgn0037802	1114	932.326	6.80151	56
FBgn0014002	2080.18	1898.5	933.853	15656.9
FBgn0051454	1736	1554.33	0.218557	3
FBgn0046886	1227	1045.33	0	0
FBgn0261060	329	147.844	0	0
FBgn0039349	1857.78	1676.11	23.5105	347.999
FBgn0036230	922.5	741.012	0	0
FBgn0085599	1023	841.326	13.4792	100.148
FBgn0030292	477	295.731	63.5618	166
FBgn0039132	1032.51	850.918	58.4201	438.999
FBgn0032790	1215	1033.33	14.1364	129
FBgn0029996	2590.18	2408.5	40.7622	867
FBgn0264830	262	80.897	0	0
FBgn0083972	706	524.625	3.88516	18
FBgn0052221	1606	1424.33	11.7662	148
FBgn0061209	595	413.674	0.07571	0.277
FBgn0019938	5078	4896.33	27.6596	1196
FBgn0029920	757	575.602	0.002845	0.014
FBgn0259728	885	703.519	13.4748	83.717
FBgn0052732	2189	2007.33	16.3433	289.716
FBgn0030164	1289.75	1108.08	0	0
FBgn0033785	1901.63	1719.95	9.17615	139.378
FBgn0250839	1002.19	820.623	0.137987	1.001
FBgn0267887	453	271.746	0.000123	0
FBgn0267365	936	754.508	24.9132	166
FBgn0032150	1075.21	893.56	4.81554	37.999
FBgn0035360	1631.15	1449.47	1.49266	19.107
FBgn0035833	3722	3540.33	16.632	520
FBgn0034849	774.367	592.964	70.6323	369.868
FBgn0035041	2875.1	2693.42	0.336334	8
FBgn0037067	876	694.521	0	0
FBgn0263197	5869.71	5688.03	70.6328	3548
FBgn0033724	652.796	471.431	53.3237	222
FBgn0265201	476	294.732	1.59045	4.14
FBgn0031690	1669.27	1487.59	0.761204	10.001
FBgn0035009	576	394.678	0	0
FBgn0052601	967	785.473	0	0
FBgn0033996	1957.75	1776.07	18.5531	291
FBgn0034437	2768	2586.33	0.087565	2
FBgn0031247	748	566.604	26.1634	130.915
FBgn0039552	649	467.634	0	0
FBgn0030990	2055.17	1873.5	118.283	1957
FBgn0015925	2002.27	1820.6	34.395	553
FBgn0029959	1169.66	987.99	31.9769	279
FBgn0001276	727	545.616	24.9046	120
FBgn0036277	437	255.758	120.87	273
FBgn0052643	548	366.686	0	0
FBgn0263782	3818	3636.33	11.7087	376
FBgn0035695	4236.34	4054.67	0.055855	2
FBgn0034138	627.224	445.876	3666.46	14437
FBgn0035997	3198.42	3016.74	22.2963	594
FBgn0028541	2463.86	2282.19	71.0024	1431
FBgn0053666	666	484.632	0	0
FBgn0051860	2260.5	2078.83	0	0
FBgn0035312	1183	1001.33	16.8741	149.215
FBgn0036236	1075	893.326	0.127277	1.004
FBgn0259735	6324.9	6143.23	135.939	7374.88
FBgn0037094	3105	2923.33	44.8555	1158
FBgn0051953	715	533.621	3.3166	15.629
FBgn0029523	2309	2127.33	1.25867	23.646
FBgn0035374	1144	962.326	67.5421	574
FBgn0034514	440	258.755	0	0
FBgn0038934	4998.81	4817.14	0.094029	4
FBgn0036360	2534	2352.33	0	0
FBgn0014465	1051.86	870.402	0.130856	1.006
FBgn0038471	1102	920.326	21.1627	172
FBgn0038047	1623	1441.33	4.24245	54
FBgn0064237	1495	1313.33	0.172442	2
FBgn0032036	2398.94	2217.27	258.773	5067
FBgn0038207	740	558.606	0	0
FBgn0259821	4371.37	4189.7	4.51356	167
FBgn0032084	1431.76	1250.09	1.90223	21
FBgn0014427	1176	994.326	12.9826	114
FBgn0031257	2617.94	2436.27	55.7288	1199
FBgn0041094	2289.33	2107.66	75.022	1396.38
FBgn0033988	2216	2034.33	35.5128	638
FBgn0001986	3585	3403.33	36.6992	1103
FBgn0032078	1985.21	1803.53	295.219	4702
FBgn0038551	1645	1463.33	26.697	345
FBgn0000808	1967.65	1785.97	6.97433	110
FBgn0036895	3746	3564.33	0.063539	2
FBgn0266455	280	98.879	0	0
FBgn0031575	2409.89	2228.21	13.462	264.9
FBgn0033880	1145	963.326	3.64396	31
FBgn0051661	1341	1159.33	0	0
FBgn0283476	12442	12260.3	0.009236	1
FBgn0032882	1961	1779.33	46.0585	723.736
FBgn0025700	892.245	710.759	166.327	1044
FBgn0039811	514	332.702	0	0
FBgn0086447	408.11	226.905	43.7456	87.658
FBgn0000463	4781.36	4599.69	0.125047	5.08
FBgn0034748	1924	1742.33	19.0425	293
FBgn0042138	1252.27	1070.6	90.4324	855
FBgn0017556	1211.5	1029.83	0	0
FBgn0267423	640	458.64	0	0
FBgn0052843	3276.48	3094.81	0.053753	1.469
FBgn0250827	860	678.533	0.333768	2
FBgn0023536	2345	2163.33	3.55936	68
FBgn0263236	3111.03	2929.36	1.12101	28.999
FBgn0039379	1894	1712.33	42.7861	647
FBgn0263842	318	136.85	0	0
FBgn0259676	1753	1571.33	19.6735	273
FBgn0050005	887	705.518	35.6934	222.388
FBgn0036842	2788.09	2606.41	39.5352	910
FBgn0026718	1519.08	1337.41	4.31809	51
FBgn0034061	656	474.633	49.1468	206
FBgn0038877	2124	1942.33	36.6129	628.017
FBgn0262588	777	595.595	18.8222	99
FBgn0264979	1381	1199.32	11.1412	118
FBgn0010772	3249.01	3067.33	31.047	840.999
FBgn0034127	2103	1921.33	0.353619	6
FBgn0261850	2797	2615.33	25.7618	595
FBgn0037853	1642	1460.33	105.922	1366
FBgn0038851	978	796.459	2.13262	15
FBgn0083942	556	374.684	0	0
FBgn0004915	1412.3	1230.62	45.652	496.135
FBgn0265630	6015.8	5834.13	26.1443	1347
FBgn0034870	870	688.526	0.164462	1
FBgn0036483	4063.1	3881.43	9.18976	315
FBgn0026869	6323.4	6141.73	30.9451	1678.4
FBgn0051404	981	799.457	0	0
FBgn0050446	2303	2121.33	0.320279	6
FBgn0033020	669.473	488.105	0.231991	1
FBgn0036450	2644	2462.33	42.9983	935
FBgn0085479	1472	1290.33	0.263273	3
FBgn0037045	1081	899.326	12.0876	96
FBgn0030114	2654.21	2472.54	39.2942	858
FBgn0046685	2895	2713.33	48.3272	1158
FBgn0031951	1176.71	995.036	32.1687	282.675
FBgn0030310	741.513	560.113	425.156	2103
FBgn0032251	1034.39	852.712	10.4908	79
FBgn0036009	1497	1315.33	0.08609	1
FBgn0039266	1547.65	1365.97	56.4534	681.001
FBgn0034194	1754.82	1573.15	26.6329	370
FBgn0004554	569.5	388.18	0	0
FBgn0003360	1714.91	1533.23	47.2549	639.837
FBgn0030320	3600.84	3419.16	20.8313	629
FBgn0261639	849	667.557	6.26662	36.943
FBgn0030812	4530.01	4348.34	41.3004	1585.96
FBgn0052091	2967	2785.33	1.38225	34
FBgn0039183	3133.27	2951.6	32.9108	857.848
FBgn0000299	5698.28	5516.61	1067.8	52021
FBgn0004892	2611	2429.33	0.046612	1
FBgn0038602	615	433.666	0.261114	1
FBgn0037260	1785	1603.33	0.918135	13
FBgn0052668	2676	2494.33	0.680962	15
FBgn0001250	5702.31	5520.63	0.780648	38.059
FBgn0036795	1548	1366.33	0	0
FBgn0015321	1146.97	965.3	68.3898	582.999
FBgn0030202	348	166.838	0	0
FBgn0030244	967.414	785.882	2.16132	15
FBgn0039501	2472	2290.33	7.56448	153
FBgn0038127	935	753.509	0	0
FBgn0003129	2566	2384.33	0.047492	1
FBgn0033100	547.828	366.514	41.3999	134
FBgn0030832	708	526.624	0	0
FBgn0264738	1067	885.326	0	0
FBgn0036302	2212.79	2031.11	63.8904	1146
FBgn0011205	1944.11	1762.43	58.5198	910.813
FBgn0028700	1278.15	1096.48	37.515	363.261
FBgn0039927	3409.91	3228.23	6.66963	190.143
FBgn0038079	689.714	508.336	0.445517	2
FBgn0040066	1650.11	1468.44	56.2156	729
FBgn0030833	3835.37	3653.69	3.65709	118
FBgn0036656	1426.34	1244.67	1.10897	12.19
FBgn0053531	4551.69	4370.02	0.103648	4
FBgn0033982	3104.51	2922.84	0.516863	13.341
FBgn0085237	380	198.823	0	0
FBgn0052086	1524	1342.33	0	0
FBgn0284247	12280.5	12098.8	0	0
FBgn0039434	1030	848.326	0.133482	1
FBgn0051933	2076	1894.33	0	0
FBgn0038830	670	488.632	18.3076	79
FBgn0035294	1682	1500.33	80.8334	1071.01
FBgn0040793	417	235.782	511.474	1065
FBgn0014179	2025.98	1844.31	0.184192	3
FBgn0031145	829.028	647.617	283.555	1621.7
FBgn0033234	1977.27	1795.59	0.827244	13.118
FBgn0040343	579.934	398.604	0.284082	1
FBgn0050491	1217.8	1036.13	3.96504	36.281
FBgn0034420	3250.14	3068.47	123.921	3358
FBgn0054008	715	533.621	6.80246	32.056
FBgn0037297	1594.11	1412.44	21.4056	267
FBgn0031725	2617.81	2436.14	0.046482	1
FBgn0039307	1248	1066.33	0	0
FBgn0035435	1103	921.326	9.95536	81
FBgn0013810	12202	12020.3	3.59859	382
FBgn0003963	4700.29	4518.62	80.9686	3231
FBgn0030494	858	676.534	0.167377	1
FBgn0039055	3473	3291.33	28.5901	831
FBgn0040308	1040.67	859	90.8263	689
FBgn0039620	2274	2092.33	1.35299	25
FBgn0015765	1453.59	1271.92	20.2984	228
FBgn0031270	686.788	505.418	6.27325	28
FBgn0029795	1576.99	1395.31	0.892701	11
FBgn0030049	4105.37	3923.7	63.9796	2216.93
FBgn0052702	11349	11167.3	6.15495	607
FBgn0032938	3687.21	3505.54	43.5755	1349
FBgn0037760	4638.98	4457.31	33.7881	1330
FBgn0259832	474	292.735	13.9256	36
FBgn0020440	4551.85	4370.17	14.873	574.001
FBgn0004590	639	457.641	0	0
FBgn0024941	3599.8	3418.12	0.066257	2
FBgn0035084	1479.43	1297.76	7.32942	84
FBgn0038752	2194	2012.33	0	0
FBgn0051643	2890	2708.33	0	0
FBgn0030746	3778.83	3597.16	0.786984	25
FBgn0015714	1563.62	1381.95	63.1633	770.853
FBgn0037506	1426	1244.33	0.273006	3
FBgn0266977	516	334.701	0	0
FBgn0035077	1165	983.326	0.545308	4.735
FBgn0053109	1025	843.326	0.134273	1
FBgn0002933	523	341.696	0	0
FBgn0085331	825	643.57	0	0
FBgn0261584	1689.42	1507.74	2.92902	39
FBgn0033362	2188.41	2006.73	3.78068	67.001
FBgn0030575	1409.71	1228.04	4.42602	48
FBgn0015572	1749	1567.33	0.577984	8
FBgn0013276	2375	2193.33	12.3024	238.291
FBgn0032613	2123	1941.33	21.2319	364
FBgn0036225	1146	964.326	0	0
FBgn0052208	514	332.702	0.009013	0.026
FBgn0017567	819	637.573	168.902	951
FBgn0014388	3416.48	3234.81	586.036	16741.3
FBgn0046763	1934	1752.33	90.1029	1394.34
FBgn0037061	627	445.653	22.36	88
FBgn0030941	2416.57	2234.9	55.9873	1105
FBgn0029809	1433	1251.33	0.090493	1
FBgn0053120	2301	2119.33	1.28233	24
FBgn0015614	1262.5	1080.83	82.0919	783.561
FBgn0033498	1268	1086.33	0.104238	1
FBgn0022224	396	214.81	41.6446	79
FBgn0033729	794.5	613.008	0	0
FBgn0260453	1568.85	1387.18	0.571414	7
FBgn0039160	1362	1180.33	68.5764	714.812
FBgn0032750	1371	1189.33	11.4252	120
FBgn0262738	7035.67	6853.99	17.5063	1059.63
FBgn0033979	1744.49	1562.81	0.655874	9.051
FBgn0032651	1360	1178.33	0	0
FBgn0050376	941	759.507	0	0
FBgn0039495	1455	1273.33	0.266788	3
FBgn0041105	2454	2272.33	0.199331	4
